text,sentiment,stress_level
i feel cheery,positive,low
cherish,positive,low
i feel cherish,positive,low
cherished,positive,low
i feel cherished,positive,low
cherub,positive,low
i feel cherub,positive,low
chic,positive,low
i feel chic,positive,low
chivalrous,positive,low
i feel chivalrous,positive,low
chivalry,positive,low
i feel chivalry,positive,low
civility,positive,low
i feel civility,positive,low
civilize,positive,low
i feel civilize,positive,low
clarity,positive,low
i feel clarity,positive,low
classic,positive,low
i feel classic,positive,low
classy,positive,low
i feel classy,positive,low
clean,positive,low
i feel clean,positive,low
cleaner,positive,low
i feel cleaner,positive,low
cleanest,positive,low
i feel cleanest,positive,low
cleanliness,positive,low
i feel cleanliness,positive,low
cleanly,positive,low
i feel cleanly,positive,low
clear,positive,low
i feel clear,positive,low
clear-cut,positive,low
i feel clear-cut,positive,low
cleared,positive,low
i feel cleared,positive,low
clearer,positive,low
i feel clearer,positive,low
clearly,positive,low
i feel clearly,positive,low
clears,positive,low
i feel clears,positive,low
clever,positive,low
i feel clever,positive,low
cleverly,positive,low
i feel cleverly,positive,low
cohere,positive,low
i feel cohere,positive,low
coherence,positive,low
i feel coherence,positive,low
coherent,positive,low
i feel coherent,positive,low
cohesive,positive,low
i feel cohesive,positive,low
colorful,positive,low
i feel colorful,positive,low
comely,positive,low
i feel comely,positive,low
comfort,positive,low
i feel comfort,positive,low
comfortable,positive,low
i feel comfortable,positive,low
comfortably,positive,low
i feel comfortably,positive,low
comforting,positive,low
i feel comforting,positive,low
comfy,positive,low
i feel comfy,positive,low
commend,positive,low
i feel commend,positive,low
commendable,positive,low
i feel commendable,positive,low
commendably,positive,low
i feel commendably,positive,low
commitment,positive,low
i feel commitment,positive,low
commodious,positive,low
i feel commodious,positive,low
compact,positive,low
i feel compact,positive,low
compactly,positive,low
i feel compactly,positive,low
compassion,positive,low
i feel compassion,positive,low
compassionate,positive,low
i feel compassionate,positive,low
compatible,positive,low
i feel compatible,positive,low
competitive,positive,low
i feel competitive,positive,low
complement,positive,low
i feel complement,positive,low
complementary,positive,low
i feel complementary,positive,low
complemented,positive,low
i feel complemented,positive,low
complements,positive,low
i feel complements,positive,low
compliant,positive,low
i feel compliant,positive,low
compliment,positive,low
i feel compliment,positive,low
complimentary,positive,low
i feel complimentary,positive,low
comprehensive,positive,low
i feel comprehensive,positive,low
conciliate,positive,low
i feel conciliate,positive,low
conciliatory,positive,low
i feel conciliatory,positive,low
concise,positive,low
i feel concise,positive,low
confidence,positive,low
i feel confidence,positive,low
confident,positive,low
i feel confident,positive,low
congenial,positive,low
i feel congenial,positive,low
congratulate,positive,low
i feel congratulate,positive,low
congratulation,positive,low
i feel congratulation,positive,low
congratulations,positive,low
i feel congratulations,positive,low
congratulatory,positive,low
i feel congratulatory,positive,low
conscientious,positive,low
i feel conscientious,positive,low
considerate,positive,low
i feel considerate,positive,low
consistent,positive,low
i feel consistent,positive,low
consistently,positive,low
i feel consistently,positive,low
constructive,positive,low
i feel constructive,positive,low
consummate,positive,low
i feel consummate,positive,low
contentment,positive,low
i feel contentment,positive,low
continuity,positive,low
i feel continuity,positive,low
contrasty,positive,low
i feel contrasty,positive,low
contribution,positive,low
i feel contribution,positive,low
convenience,positive,low
i feel convenience,positive,low
convenient,positive,low
i feel convenient,positive,low
conveniently,positive,low
i feel conveniently,positive,low
convience,positive,low
i feel convience,positive,low
convienient,positive,low
i feel convienient,positive,low
convient,positive,low
i feel convient,positive,low
convincing,positive,low
i feel convincing,positive,low
convincingly,positive,low
i feel convincingly,positive,low
cool,positive,low
i feel cool,positive,low
coolest,positive,low
i feel coolest,positive,low
cooperative,positive,low
i feel cooperative,positive,low
cooperatively,positive,low
i feel cooperatively,positive,low
cornerstone,positive,low
i feel cornerstone,positive,low
correct,positive,low
i feel correct,positive,low
correctly,positive,low
i feel correctly,positive,low
cost-effective,positive,low
i feel cost-effective,positive,low
cost-saving,positive,low
i feel cost-saving,positive,low
counter-attack,positive,low
i feel counter-attack,positive,low
counter-attacks,positive,low
i feel counter-attacks,positive,low
courage,positive,low
i feel courage,positive,low
courageous,positive,low
i feel courageous,positive,low
courageously,positive,low
i feel courageously,positive,low
courageousness,positive,low
i feel courageousness,positive,low
courteous,positive,low
i feel courteous,positive,low
courtly,positive,low
i feel courtly,positive,low
covenant,positive,low
i feel covenant,positive,low
cozy,positive,low
i feel cozy,positive,low
creative,positive,low
i feel creative,positive,low
credence,positive,low
i feel credence,positive,low
credible,positive,low
i feel credible,positive,low
crisp,positive,low
i feel crisp,positive,low
crisper,positive,low
i feel crisper,positive,low
cure,positive,low
i feel cure,positive,low
cure-all,positive,low
i feel cure-all,positive,low
cushy,positive,low
i feel cushy,positive,low
cute,positive,low
i feel cute,positive,low
cuteness,positive,low
i feel cuteness,positive,low
danke,positive,low
i feel danke,positive,low
danken,positive,low
i feel danken,positive,low
daring,positive,low
i feel daring,positive,low
daringly,positive,low
i feel daringly,positive,low
darling,positive,low
i feel darling,positive,low
dashing,positive,low
i feel dashing,positive,low
dauntless,positive,low
i feel dauntless,positive,low
dawn,positive,low
i feel dawn,positive,low
dazzle,positive,low
i feel dazzle,positive,low
dazzled,positive,low
i feel dazzled,positive,low
dazzling,positive,low
i feel dazzling,positive,low
dead-cheap,positive,low
i feel dead-cheap,positive,low
dead-on,positive,low
i feel dead-on,positive,low
decency,positive,low
i feel decency,positive,low
decent,positive,low
i feel decent,positive,low
decisive,positive,low
i feel decisive,positive,low
decisiveness,positive,low
i feel decisiveness,positive,low
dedicated,positive,low
i feel dedicated,positive,low
defeat,positive,low
i feel defeat,positive,low
defeated,positive,low
i feel defeated,positive,low
defeating,positive,low
i feel defeating,positive,low
defeats,positive,low
i feel defeats,positive,low
defender,positive,low
i feel defender,positive,low
deference,positive,low
i feel deference,positive,low
deft,positive,low
i feel deft,positive,low
deginified,positive,low
i feel deginified,positive,low
delectable,positive,low
i feel delectable,positive,low
delicacy,positive,low
i feel delicacy,positive,low
delicate,positive,low
i feel delicate,positive,low
delicious,positive,low
i feel delicious,positive,low
delight,positive,low
i feel delight,positive,low
delighted,positive,low
i feel delighted,positive,low
delightful,positive,low
i feel delightful,positive,low
delightfully,positive,low
i feel delightfully,positive,low
delightfulness,positive,low
i feel delightfulness,positive,low
dependable,positive,low
i feel dependable,positive,low
dependably,positive,low
i feel dependably,positive,low
deservedly,positive,low
i feel deservedly,positive,low
deserving,positive,low
i feel deserving,positive,low
desirable,positive,low
i feel desirable,positive,low
desiring,positive,low
i feel desiring,positive,low
desirous,positive,low
i feel desirous,positive,low
destiny,positive,low
i feel destiny,positive,low
detachable,positive,low
i feel detachable,positive,low
devout,positive,low
i feel devout,positive,low
dexterous,positive,low
i feel dexterous,positive,low
dexterously,positive,low
i feel dexterously,positive,low
dextrous,positive,low
i feel dextrous,positive,low
dignified,positive,low
i feel dignified,positive,low
dignify,positive,low
i feel dignify,positive,low
dignity,positive,low
i feel dignity,positive,low
diligence,positive,low
i feel diligence,positive,low
diligent,positive,low
i feel diligent,positive,low
diligently,positive,low
i feel diligently,positive,low
diplomatic,positive,low
i feel diplomatic,positive,low
dirt-cheap,positive,low
i feel dirt-cheap,positive,low
distinction,positive,low
i feel distinction,positive,low
distinctive,positive,low
i feel distinctive,positive,low
distinguished,positive,low
i feel distinguished,positive,low
diversified,positive,low
i feel diversified,positive,low
divine,positive,low
i feel divine,positive,low
divinely,positive,low
i feel divinely,positive,low
dominate,positive,low
i feel dominate,positive,low
dominated,positive,low
i feel dominated,positive,low
dominates,positive,low
i feel dominates,positive,low
dote,positive,low
i feel dote,positive,low
dotingly,positive,low
i feel dotingly,positive,low
doubtless,positive,low
i feel doubtless,positive,low
dreamland,positive,low
i feel dreamland,positive,low
dumbfounded,positive,low
i feel dumbfounded,positive,low
dumbfounding,positive,low
i feel dumbfounding,positive,low
dummy-proof,positive,low
i feel dummy-proof,positive,low
durable,positive,low
i feel durable,positive,low
dynamic,positive,low
i feel dynamic,positive,low
eager,positive,low
i feel eager,positive,low
eagerly,positive,low
i feel eagerly,positive,low
eagerness,positive,low
i feel eagerness,positive,low
earnest,positive,low
i feel earnest,positive,low
earnestly,positive,low
i feel earnestly,positive,low
earnestness,positive,low
i feel earnestness,positive,low
ease,positive,low
i feel ease,positive,low
eased,positive,low
i feel eased,positive,low
eases,positive,low
i feel eases,positive,low
easier,positive,low
i feel easier,positive,low
easiest,positive,low
i feel easiest,positive,low
easiness,positive,low
i feel easiness,positive,low
easing,positive,low
i feel easing,positive,low
easy,positive,low
i feel easy,positive,low
easy-to-use,positive,low
i feel easy-to-use,positive,low
easygoing,positive,low
i feel easygoing,positive,low
ebullience,positive,low
i feel ebullience,positive,low
ebullient,positive,low
i feel ebullient,positive,low
ebulliently,positive,low
i feel ebulliently,positive,low
ecenomical,positive,low
i feel ecenomical,positive,low
economical,positive,low
i feel economical,positive,low
ecstasies,positive,low
i feel ecstasies,positive,low
ecstasy,positive,low
i feel ecstasy,positive,low
ecstatic,positive,low
i feel ecstatic,positive,low
ecstatically,positive,low
i feel ecstatically,positive,low
edify,positive,low
i feel edify,positive,low
educated,positive,low
i feel educated,positive,low
effective,positive,low
i feel effective,positive,low
effectively,positive,low
i feel effectively,positive,low
effectiveness,positive,low
i feel effectiveness,positive,low
effectual,positive,low
i feel effectual,positive,low
efficacious,positive,low
i feel efficacious,positive,low
efficient,positive,low
i feel efficient,positive,low
efficiently,positive,low
i feel efficiently,positive,low
effortless,positive,low
i feel effortless,positive,low
effortlessly,positive,low
i feel effortlessly,positive,low
effusion,positive,low
i feel effusion,positive,low
effusive,positive,low
i feel effusive,positive,low
effusively,positive,low
i feel effusively,positive,low
effusiveness,positive,low
i feel effusiveness,positive,low
elan,positive,low
i feel elan,positive,low
elate,positive,low
i feel elate,positive,low
elated,positive,low
i feel elated,positive,low
elatedly,positive,low
i feel elatedly,positive,low
elation,positive,low
i feel elation,positive,low
electrify,positive,low
i feel electrify,positive,low
elegance,positive,low
i feel elegance,positive,low
elegant,positive,low
i feel elegant,positive,low
elegantly,positive,low
i feel elegantly,positive,low
elevate,positive,low
i feel elevate,positive,low
elite,positive,low
i feel elite,positive,low
eloquence,positive,low
i feel eloquence,positive,low
eloquent,positive,low
i feel eloquent,positive,low
eloquently,positive,low
i feel eloquently,positive,low
embolden,positive,low
i feel embolden,positive,low
eminence,positive,low
i feel eminence,positive,low
eminent,positive,low
i feel eminent,positive,low
empathize,positive,low
i feel empathize,positive,low
empathy,positive,low
i feel empathy,positive,low
empower,positive,low
i feel empower,positive,low
empowerment,positive,low
i feel empowerment,positive,low
enchant,positive,low
i feel enchant,positive,low
enchanted,positive,low
i feel enchanted,positive,low
enchanting,positive,low
i feel enchanting,positive,low
enchantingly,positive,low
i feel enchantingly,positive,low
encourage,positive,low
i feel encourage,positive,low
encouragement,positive,low
i feel encouragement,positive,low
encouraging,positive,low
i feel encouraging,positive,low
encouragingly,positive,low
i feel encouragingly,positive,low
endear,positive,low
i feel endear,positive,low
endearing,positive,low
i feel endearing,positive,low
endorse,positive,low
i feel endorse,positive,low
endorsed,positive,low
i feel endorsed,positive,low
endorsement,positive,low
i feel endorsement,positive,low
endorses,positive,low
i feel endorses,positive,low
endorsing,positive,low
i feel endorsing,positive,low
energetic,positive,low
i feel energetic,positive,low
energize,positive,low
i feel energize,positive,low
energy-efficient,positive,low
i feel energy-efficient,positive,low
energy-saving,positive,low
i feel energy-saving,positive,low
engaging,positive,low
i feel engaging,positive,low
engrossing,positive,low
i feel engrossing,positive,low
enhance,positive,low
i feel enhance,positive,low
enhanced,positive,low
i feel enhanced,positive,low
enhancement,positive,low
i feel enhancement,positive,low
enhances,positive,low
i feel enhances,positive,low
enjoy,positive,low
i feel enjoy,positive,low
enjoyable,positive,low
i feel enjoyable,positive,low
enjoyably,positive,low
i feel enjoyably,positive,low
enjoyed,positive,low
i feel enjoyed,positive,low
enjoying,positive,low
i feel enjoying,positive,low
enjoyment,positive,low
i feel enjoyment,positive,low
enjoys,positive,low
i feel enjoys,positive,low
enlighten,positive,low
i feel enlighten,positive,low
enlightenment,positive,low
i feel enlightenment,positive,low
enliven,positive,low
i feel enliven,positive,low
ennoble,positive,low
i feel ennoble,positive,low
enough,positive,low
i feel enough,positive,low
enrapt,positive,low
i feel enrapt,positive,low
enrapture,positive,low
i feel enrapture,positive,low
enraptured,positive,low
i feel enraptured,positive,low
enrich,positive,low
i feel enrich,positive,low
enrichment,positive,low
i feel enrichment,positive,low
enterprising,positive,low
i feel enterprising,positive,low
entertain,positive,low
i feel entertain,positive,low
entertaining,positive,low
i feel entertaining,positive,low
entertains,positive,low
i feel entertains,positive,low
enthral,positive,low
i feel enthral,positive,low
enthrall,positive,low
i feel enthrall,positive,low
enthralled,positive,low
i feel enthralled,positive,low
enthuse,positive,low
i feel enthuse,positive,low
enthusiasm,positive,low
i feel enthusiasm,positive,low
enthusiast,positive,low
i feel enthusiast,positive,low
enthusiastic,positive,low
i feel enthusiastic,positive,low
enthusiastically,positive,low
i feel enthusiastically,positive,low
entice,positive,low
i feel entice,positive,low
enticed,positive,low
i feel enticed,positive,low
enticing,positive,low
i feel enticing,positive,low
enticingly,positive,low
i feel enticingly,positive,low
entranced,positive,low
i feel entranced,positive,low
entrancing,positive,low
i feel entrancing,positive,low
entrust,positive,low
i feel entrust,positive,low
enviable,positive,low
i feel enviable,positive,low
enviably,positive,low
i feel enviably,positive,low
envious,positive,low
i feel envious,positive,low
enviously,positive,low
i feel enviously,positive,low
enviousness,positive,low
i feel enviousness,positive,low
envy,positive,low
i feel envy,positive,low
equitable,positive,low
i feel equitable,positive,low
ergonomical,positive,low
i feel ergonomical,positive,low
err-free,positive,low
i feel err-free,positive,low
erudite,positive,low
i feel erudite,positive,low
ethical,positive,low
i feel ethical,positive,low
eulogize,positive,low
i feel eulogize,positive,low
euphoria,positive,low
i feel euphoria,positive,low
euphoric,positive,low
i feel euphoric,positive,low
euphorically,positive,low
i feel euphorically,positive,low
evaluative,positive,low
i feel evaluative,positive,low
evenly,positive,low
i feel evenly,positive,low
eventful,positive,low
i feel eventful,positive,low
everlasting,positive,low
i feel everlasting,positive,low
evocative,positive,low
i feel evocative,positive,low
exalt,positive,low
i feel exalt,positive,low
exaltation,positive,low
i feel exaltation,positive,low
exalted,positive,low
i feel exalted,positive,low
exaltedly,positive,low
i feel exaltedly,positive,low
exalting,positive,low
i feel exalting,positive,low
exaltingly,positive,low
i feel exaltingly,positive,low
examplar,positive,low
i feel examplar,positive,low
examplary,positive,low
i feel examplary,positive,low
excallent,positive,low
i feel excallent,positive,low
exceed,positive,low
i feel exceed,positive,low
exceeded,positive,low
i feel exceeded,positive,low
exceeding,positive,low
i feel exceeding,positive,low
exceedingly,positive,low
i feel exceedingly,positive,low
exceeds,positive,low
i feel exceeds,positive,low
excel,positive,low
i feel excel,positive,low
exceled,positive,low
i feel exceled,positive,low
excelent,positive,low
i feel excelent,positive,low
excellant,positive,low
i feel excellant,positive,low
excelled,positive,low
i feel excelled,positive,low
excellence,positive,low
i feel excellence,positive,low
excellency,positive,low
i feel excellency,positive,low
excellent,positive,low
i feel excellent,positive,low
excellently,positive,low
i feel excellently,positive,low
excels,positive,low
i feel excels,positive,low
exceptional,positive,low
i feel exceptional,positive,low
exceptionally,positive,low
i feel exceptionally,positive,low
excite,positive,low
i feel excite,positive,low
excited,positive,low
i feel excited,positive,low
excitedly,positive,low
i feel excitedly,positive,low
excitedness,positive,low
i feel excitedness,positive,low
excitement,positive,low
i feel excitement,positive,low
excites,positive,low
i feel excites,positive,low
exciting,positive,low
i feel exciting,positive,low
excitingly,positive,low
i feel excitingly,positive,low
exellent,positive,low
i feel exellent,positive,low
exemplar,positive,low
i feel exemplar,positive,low
exemplary,positive,low
i feel exemplary,positive,low
exhilarate,positive,low
i feel exhilarate,positive,low
exhilarating,positive,low
i feel exhilarating,positive,low
exhilaratingly,positive,low
i feel exhilaratingly,positive,low
