text,sentiment,stress_level
very balanced,positive,low
very balanced,positive,low
hopeless,negative,high
i feel hopeless,negative,high
feeling hopeless,negative,high
i am hopeless,negative,high
it is hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
very hopeless,negative,high
burnt out,negative,high
i feel burnt out,negative,high
feeling burnt out,negative,high
i am burnt out,negative,high
it is burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
very burnt out,negative,high
lonely,negative,high
i feel lonely,negative,high
feeling lonely,negative,high
i am lonely,negative,high
it is lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
very lonely,negative,high
overwhelmed,negative,high
i feel overwhelmed,negative,high
feeling overwhelmed,negative,high
i am overwhelmed,negative,high
it is overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
very overwhelmed,negative,high
worthless,negative,high
i feel worthless,negative,high
feeling worthless,negative,high
i am worthless,negative,high
it is worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
very worthless,negative,high
anxious,negative,high
i feel anxious,negative,high
feeling anxious,negative,high
i am anxious,negative,high
it is anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
very anxious,negative,high
angry,negative,high
i feel angry,negative,high
feeling angry,negative,high
i am angry,negative,high
it is angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
very angry,negative,high
lost,negative,high
i feel lost,negative,high
feeling lost,negative,high
i am lost,negative,high
it is lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
very lost,negative,high
frustrated,negative,high
i feel frustrated,negative,high
feeling frustrated,negative,high
i am frustrated,negative,high
it is frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
very frustrated,negative,high
depressed,negative,high
i feel depressed,negative,high
feeling depressed,negative,high
i am depressed,negative,high
it is depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
very depressed,negative,high
scared,negative,high
i feel scared,negative,high
feeling scared,negative,high
i am scared,negative,high
it is scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
very scared,negative,high
guilty,negative,high
i feel guilty,negative,high
feeling guilty,negative,high
i am guilty,negative,high
it is guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
very guilty,negative,high
exhausted,negative,high
i feel exhausted,negative,high
feeling exhausted,negative,high
i am exhausted,negative,high
it is exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
very exhausted,negative,high
miserable,negative,high
i feel miserable,negative,high
feeling miserable,negative,high
i am miserable,negative,high
it is miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
very miserable,negative,high
ignored,negative,high
i feel ignored,negative,high
feeling ignored,negative,high
i am ignored,negative,high
it is ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
very ignored,negative,high
broken,negative,high
i feel broken,negative,high
feeling broken,negative,high
i am broken,negative,high
it is broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
very broken,negative,high
hlo,neutral,medium
i feel hlo,neutral,medium
feeling hlo,neutral,medium
i am hlo,neutral,medium
it is hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
very hlo,neutral,medium
hi,neutral,medium
i feel hi,neutral,medium
feeling hi,neutral,medium
i am hi,neutral,medium
it is hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
very hi,neutral,medium
hey,neutral,medium
i feel hey,neutral,medium
feeling hey,neutral,medium
i am hey,neutral,medium
it is hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
very hey,neutral,medium
hello,neutral,medium
i feel hello,neutral,medium
feeling hello,neutral,medium
i am hello,neutral,medium
it is hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
very hello,neutral,medium
hola,neutral,medium
i feel hola,neutral,medium
feeling hola,neutral,medium
i am hola,neutral,medium
it is hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
very hola,neutral,medium
namaste,neutral,medium
i feel namaste,neutral,medium
feeling namaste,neutral,medium
i am namaste,neutral,medium
it is namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
very namaste,neutral,medium
goodmorning,neutral,medium
i feel goodmorning,neutral,medium
feeling goodmorning,neutral,medium
i am goodmorning,neutral,medium
it is goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
very goodmorning,neutral,medium
goodevening,neutral,medium
i feel goodevening,neutral,medium
feeling goodevening,neutral,medium
i am goodevening,neutral,medium
it is goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
very goodevening,neutral,medium
okay,neutral,medium
i feel okay,neutral,medium
feeling okay,neutral,medium
i am okay,neutral,medium
it is okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
very okay,neutral,medium
fine,neutral,medium
i feel fine,neutral,medium
feeling fine,neutral,medium
i am fine,neutral,medium
it is fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
very fine,neutral,medium
usual,neutral,medium
i feel usual,neutral,medium
feeling usual,neutral,medium
i am usual,neutral,medium
it is usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
very usual,neutral,medium
productive,neutral,medium
i feel productive,neutral,medium
feeling productive,neutral,medium
i am productive,neutral,medium
it is productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
very productive,neutral,medium
average,neutral,medium
i feel average,neutral,medium
feeling average,neutral,medium
i am average,neutral,medium
it is average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
very average,neutral,medium
normal,neutral,medium
i feel normal,neutral,medium
feeling normal,neutral,medium
i am normal,neutral,medium
it is normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
very normal,neutral,medium
observing,neutral,medium
i feel observing,neutral,medium
feeling observing,neutral,medium
i am observing,neutral,medium
it is observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
very observing,neutral,medium
thinking,neutral,medium
i feel thinking,neutral,medium
feeling thinking,neutral,medium
i am thinking,neutral,medium
it is thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
very thinking,neutral,medium
busy,neutral,medium
i feel busy,neutral,medium
feeling busy,neutral,medium
i am busy,neutral,medium
it is busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
very busy,neutral,medium
regular,neutral,medium
i feel regular,neutral,medium
feeling regular,neutral,medium
i am regular,neutral,medium
it is regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
very regular,neutral,medium
standard,neutral,medium
i feel standard,neutral,medium
feeling standard,neutral,medium
i am standard,neutral,medium
it is standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
very standard,neutral,medium
stable,neutral,medium
i feel stable,neutral,medium
feeling stable,neutral,medium
i am stable,neutral,medium
it is stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
very stable,neutral,medium
detached,neutral,medium
